Seed,DilutionRate,Species_ID,CUE,C_final
50,0.001,38,0.17398182121497996,8.818925903246756e-11
50,0.001,39,0.07671805783930441,1.2841260453815333e-21
50,0.001,40,0.11118893593846337,1.9779079401997002e-17
50,0.001,41,0.15821421448472342,2.01927529571717e-12
50,0.001,42,0.11546808879878333,1.4060456159164888e-16
50,0.001,43,0.24469474820710116,0.05626790221895775
50,0.001,44,0.17904554430745817,4.5946374239306525e-10
50,0.001,45,0.20409421047864026,1.2974722508658557e-06
50,0.001,46,0.2033294279810352,3.099632837430553e-07
50,0.001,47,0.17497035584357565,6.824331149721581e-10
50,0.001,48,0.2565641505380307,0.5270670305722189
50,0.001,49,0.16556731810596548,2.5715352627808778e-12
50,0.001,50,0.13656042567899,2.7858500030328772e-15
50,0.001,51,0.11998024296151587,1.4585420225803418e-17
50,0.001,52,0.0985821765558353,1.0255550574425965e-20
50,0.001,53,0.16981347738080152,4.0122679622429534e-11
50,0.001,54,0.15211843464260133,1.8175118830877648e-15
50,0.001,55,0.19684335633658165,1.5426321203524808e-06
50,0.001,56,0.10829738826052561,1.8428460505578026e-19
50,0.001,57,0.0789078366713793,2.371114810246527e-22
50,0.001,58,0.1344349302557973,1.7246447380917465e-15
50,0.001,59,0.13162367104139264,3.743277523726583e-15
50,0.001,60,0.138324088772848,1.3071331329828504e-16
50,0.001,61,0.1828070474614714,6.486095453787127e-09
50,0.001,62,0.24607270744261092,0.2817039112431377
50,0.001,63,0.15180410144772105,2.9627991656085866e-13
50,0.001,64,0.20990746234802068,3.0668795133363784e-07
50,0.001,65,0.09936319508522634,4.734731393271819e-21
50,0.001,66,0.10067522233486541,9.764403452999103e-18
50,0.001,67,0.19455681770444586,9.890053433960173e-10
50,0.001,68,0.18731088077695468,1.6426891116519732e-08
50,0.001,69,0.06367215981542593,1.4127120163285628e-23
50,0.001,70,0.07404204844278905,5.949465662048544e-21
50,0.001,71,0.19620552302457966,2.7788973311363054e-08
50,0.001,72,0.2002471443579642,4.295787170671731e-06
50,0.001,73,0.09364592192362613,8.31008151781505e-21
50,0.001,74,0.06681337964393105,1.464162418506358e-23
50,0.001,75,0.14297167468606486,3.4000186546309963e-15
50,0.001,76,0.09983882253846087,6.983981325407037e-20
50,0.001,77,0.0802065435439781,1.2826058011415821e-20
50,0.001,78,0.21066890820134931,4.780464994948392e-05
50,0.001,79,0.06623872789837267,5.5005625654835e-23
50,0.001,80,0.17040005450548243,6.565743089698824e-12
